Id,Solo_danos,Herido,Muerto,Direccion,Latitud,Longitud,Dia,Mes,A_o,Choque,Atropello,Volcamiento,caida de ocupante,Otro,Rural,Urbana,Masculino,Femenino,<18,18-30,31-60,>60,Tipo_vehiculo,Publico,Particular,Oficial,Diplomatico
146,1,,,"CALLE 37 CON CRA 27,Calarcá,Quindio",4.5296168,-75.6427488,13,7,2021,X,,,,,,X,2,,,27,44,,CAMIÓN-CAMPERO,1,1,,
147,,1,,"VIA LA URIBE–CALARCA KM 83+700,Calarcá,Quindio",4.523441,-75.641881,16,7,2021,,X,,,,X,,1,1,,29,56,,MOTOCICLETA ,,1,,
148,,1,,"CRA 18 CALLE 33 CALARCA,Calarcá,Quindio",4.5252109,-75.6371402,16,7,2021,X,,,,,,X,2,,,22-19,,,MOTO-MOTO,,2,,
149,1,,,"CALLE 12 ENTRE CRA 11 Y 12 BARCELONA,Calarcá,Quindio",4.427301,-75.716925,18,7,2021,X,,,,,,X,2,,,24,50,,BUSETA-AUTOMÓVIL,1,1,,
150,,,1,"FRENTE FINCA LA VIOLETA Y LOS GUAYABOS,Calarcá,Quindio",4.4789177,-75.644929,19,7,2021,X,,,,,X,,2,,,,42-53,,CAMIÓN-MOTOCICLETA,1,1,,
151,1,,,"CALLE 10 NO 11+46 BARCELONA,Calarcá,Quindio",4.427056,-75.718919,22,7,2021,X,,,,,,X,1,,,,47,,CAMIÓN,1,,,
152,,,1,"BOMBA EL PESCADOR ENTRANDO A CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,28,7,2021,X,,,,,,X,1,,,22,,,MOTOCICLETA,,1,,
153,,1,,"CRA 25 ENTRE CALLES 33 Y 32,Calarcá,Quindio",4.5265528,-75.6424341,28,7,2021,X,,,,,X,,2,,,23,47,,AUTOMÓVIL-MOTO,,2,,
154,,1,,"VIA LA URIBE–CALARCA KM 82+130,Calarcá,Quindio",4.521761,-75.642796,30,7,2021,X,,,,,X,,2,,,,59,73,BUSETA-AUTOMÓVIL,1,1,,
155,,1,,"CRA 12 CALLE 14 BARCELONA,Calarcá,Quindio",4.4299542,-75.7169817,31,7,2021,X,,,,,,X,2,,,25,32,,MOTO-MOTO,,2,,
156,,1,,"CALLE 40 ENTRE CRA 30 Y 31,Calarcá,Quindio",4.532444,-75.644539,3,8,2021,X,,,,,,X,1,,,,56,,MOTOCICLETA,,1,,
157,,1,,"VEREDA LA FLORESTA,Calarcá,Quindio",4.5318611,-75.6529697,3,8,2021,X,,,,,X,,,1,,,30,,MOTOCICLETA,,1,,
158,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+250,Calarcá,Quindio",4.5276933,-75.632571,3,8,2021,X,,,,,X,,2,,,,31-55,,MOTOCICLETA-CAMIONETA,,2,,
159,1,,,"VIA LA URIBE–CALARCA KM 75+100,Calarcá,Quindio",4.511287,-75.652354,4,8,2021,X,,,,,X,,2,,,,47-38,,CAMIÓN-CAMIÓN ,2,,,
160,,1,,"AVENIDA COLON FRENTE AL NO 22+78,Calarcá,Quindio",4.5222917,-75.6478148,5,8,2021,X,,,,,,X,2,,,,32-44,,CAMIÓN - BUS,2,,,
161,1,,,"VIA LA URIBE–CALARCA KM 81+500,Calarcá,Quindio",4.521473,-75.643576,5,8,2021,X,,,,,X,,1,1,,23,30,,AUTOMÓVIL-CAMIÓN ,1,1,,
162,,1,,"CALLE 40 CON AVENIDA EL CACIQUE,Calarcá,Quindio",4.5316122,-75.6384306,7,8,2021,X,,,,,,X,2,,,,38,67,AUTOMÓVIL-MOTO,,2,,
163,1,,,"VIA LA PAILA–CALARCA KM 85+600,Calarcá,Quindio",4.5266936,-75.6409574,9,8,2021,X,,,,,X,,2,,,19,53,,AUTOMÓVIL-BUS,2,,,
164,1,,,"FRENTE AL CAFE DE CARLOS CRA 23 CALLE 40,Calarcá,Quindio",4.5316574,-75.6403531,11,8,2021,X,,,,,,X,1,1,,,38,70,AUTOMÓVIL-BUSETA,1,1,,
165,,1,,"VIA LA URIBE–CALARCA KM 82+530,Calarcá,Quindio",4.522009,-75.642303,13,8,2021,X,,,,,X,,2,,,21,33,,CAMIÓN-CAMIONETA,1,1,,
166,,1,,"VIA CHAGUALA-CIRCASIA KM 1+800,Calarcá,Quindio",4.5276933,-75.632571,16,8,2021,X,,,,,X,,2,,,25,,,AUTOMÓVIL-MOTO,1,1,,
167,,1,,"CALLE 37 CON CRA 28,Calarcá,Quindio",4.5298641,-75.6434203,21,8,2021,X,,,,,,X,2,,,22,45,,BUSETA-BICICLETA,1,1,,
168,1,,,"KM 1+400 VIA CHAGUALA-CIRCASIA,Calarcá,Quindio",4.5276933,-75.632571,23,8,2021,,,,,X,X,,1,,,,31,,AUTOMÓVIL,,1,,
169,1,,,"VIA VIA LA PAILA–CALARCA KM 82+200,Calarcá,Quindio",4.5266936,-75.6409574,24,8,2021,X,,,,,X,,1,,,,47,,TRACTOCAMIÓN ,1,,,
170,1,,,"CRA 27 ENTRE CALLES 34 Y 33,Calarcá,Quindio",4.5276545,-75.6434254,27,8,2021,X,,,,,,X,2,,,29,32,,AUTOMÓVIL-MOTO,,2,,
171,1,,,"KM 82+200 VIA VIA LA PAILA–CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,28,8,2021,X,,,,,X,,1,,,,30,,TRACTOCAMIÓN ,1,,,
172,,1,,"CALLE 39 CRA 17 ESQUINA,Calarcá,Quindio",4.5287708,-75.6358573,28,8,2021,X,,,,,,X,2,,,,55,,AUTOMÓVIL-MOTO,,2,,
173,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+250,Calarcá,Quindio",4.525352,-75.618792,28,8,2021,X,,,,,X,,1,1,,,,,AUTOMÓVIL-MOTO,,2,,
174,,1,,"CALLE 30 N 25+64,Calarcá,Quindio",4.524687,-75.643359,30,8,2021,X,,,,,,X,1,,,,,65,CAMIONETA,,1,,
175,1,,,"VIA LA URIBE–CALARCA KM 82+300,Calarcá,Quindio",4.521844,-75.642577,31,8,2021,X,,,,,X,,1,,,,58,,TRACTOCAMIÓN ,1,,,
176,,1,,"VIA VIA ARMENIA–IBAGUE KM 6+950,Calarcá,Quindio",4.53189,-75.635019,1,9,2021,X,,,,,X,,2,,,,47-54,,TRACTOCAMIÓN-AUTOMÓVIL,2,,,
177,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+300,Calarcá,Quindio",4.525464,-75.618221,2,9,2021,X,,,,,,X,2,,,,,62,MOTOCICLETA-BUS,,2,,
178,,1,,"VIA LA URIBE–CALARCA KM 85+500,Calarcá,Quindio",4.524157,-75.638028,2,9,2021,,X,,,,,X,,1,,,43,,MOTOCICLETA,,1,,
179,1,,,"VIA VIA ARMENIA–IBAGUE,Calarcá,Quindio",4.525671,-75.635741,3,9,2021,X,,,,,,X,2,,,25,51-,,TRACTOCAMIÓN-TRACTOCAMIÓN,2,,,
180,1,,,"CRA 26 CON CALLE 30,Calarcá,Quindio",4.524545,-75.643864,3,9,2021,X,,,,,,X,1,1,,,56-45,,CAMIONETA-MOTO,,2,,
181,,,1,"VIA LA URIBE–CALARCA KM 84+020,Calarcá,Quindio",4.523657,-75.641491,3,9,2021,X,,,,,,X,1,1,,,34,66,AUTOMÓVIL,,1,,
182,1,,,"AVENIDA COLON # 17+23 FRENTE AL ANCIANATO,Calarcá,Quindio",4.5204511,-75.6497791,6,9,2021,X,,,,,,X,2,,,,35-57,,CAMIONETA-AUTOMÓVIL,1,1,,
183,,1,,"VIA LA URIBE–CALARCA KM 72+300,Calarcá,Quindio",4.501063,-75.665265,7,9,2021,X,,,,,X,,1,1,,25,,64,MOTOCICLETA-AUTOMÓVIL,,2,,
184,,1,,"VIA VIA ARMENIA–IBAGUE,Calarcá,Quindio",4.525671,-75.635741,7,9,2021,,X,,,,X,,1,,,29,,,MOTOCICLETA,,1,,
185,1,,,"VIA VIA ARMENIA–IBAGUE KM 5+700,Calarcá,Quindio",4.525863,-75.634675,9,9,2021,X,,,,,X,,2,,,,41-37,,BUS-CAMIÓN,2,,,
186,,1,,"VIA LA URIBE–CALARCA KM 82+700,Calarcá,Quindio",4.522223,-75.642125,9,9,2021,X,,,,,X,,1,1,,22,32,,AUTOMÓVIL-MOTO,,2,,
187,,1,,"VIA LA URIBE–CALARCA KM 73+700,Calarcá,Quindio",4.503951,-75.658815,14,9,2021,X,,,,,X,,1,1,,21,51,,VOLQUETA-MOTOCICLETA,1,1,,
188,,1,,"VIA LA URIBE–CALARCA KM 71+100,Calarcá,Quindio",4.498282,-75.677354,16,9,2021,X,,,,,X,,1,1,,,39-40,,AUTOMÓVIL-AUTOMÓVIL,,2,,
189,1,,,"VIA LA PAILA–CALARCA KM 79+300,Calarcá,Quindio",4.5266936,-75.6409574,18,9,2021,X,,,,,X,,,,,25,,62,AUTOMOVIL-MOTOCICLETA,1,1,,
190,,1,,"CRA 24 NO 37+11,Calarcá,Quindio",4.5290069,-75.6408805,19,9,2021,X,,,,,,X,1,1,,26,39,,MOTO-MOTO,,2,,
191,,1,,"VIA LA PAILA–CALARCA KM 83+100,Calarcá,Quindio",4.5266936,-75.6409574,20,9,2021,X,,,,,X,,2,,,,44,72,MOTO-MOTO,,2,,
192,,1,,"VIA LA PAILA–CALARCA 84+380,Calarcá,Quindio",4.5266936,-75.6409574,21,9,2021,X,,,,,X,,2,,,20-28,,,MOTO-MOTO,,2,,
193,,1,,"VIA LA URIBE–CALARCA KM 81+870,Calarcá,Quindio",4.521641,-75.64316,21,9,2021,X,,,,,X,,1,1,,20,35,,CAMIÓN-AUTOMÓVIL,1,1,,
194,1,,,"VIA LA URIBE–CALARCA KM 83+500,Calarcá,Quindio",4.523289,-75.641955,22,9,2021,X,,,,,,X,1,,,25,,,AUTOMÓVIL,,1,,
195,1,,,"CRA 24 CALLE 41 Y 42,Calarcá,Quindio",4.5285541,-75.6409661,25,9,2021,X,,,,,,X,1,1,,30,53,,AUTOMÓVIL-CAMIÓN ,1,1,,
196,,1,,"AVENIDA COLON CRA 26,Calarcá,Quindio",4.5177686,-75.6534961,25,9,2021,X,,,,,,X,2,,,29,32,,AUTOMÓVIL-MOTO,,2,,
197,1,,,"CRA 11 CON CALLE 8 BARCELONA,Calarcá,Quindio",4.426427,-75.720316,26,9,2021,X,,,,,,X,2,,,26,56,,CAMPERO-BUS,1,1,,
198,,,1,"VIA LA URIBE–CALARCA KM 72+500,Calarcá,Quindio",4.50179,-75.663331,27,9,2021,X,,,,,X,,1,1,,,54,66,BUSETA-MOTO,1,1,,
199,,1,,"VIA LA URIBE–CALARCA KM 74+500,Calarcá,Quindio",4.505726,-75.656175,1,10,2021,X,,,,,X,,1,,,,,67,BICICLETA-AUTOMOVIL,,2,,
200,,1,,"VIA LA URIBE–CALARCA KM 67+600,Calarcá,Quindio",4.494534,-75.686522,2,10,2021,,X,,,,X,,1,,,25,,,MOTOCICLETA,,1,,
201,1,,,"CRA 24 ENTRE CALLES 38 Y 37,Calarcá,Quindio",4.4805728,-75.6440842,2,10,2021,X,,,,,,X,1,,,,53,,AUTOMÓVIL-CAMIONETA,,2,,
202,,1,,"CALLE 39 ENTRE CRA 30 Y 31,Calarcá,Quindio",4.4805728,-75.6440842,5,10,2021,,X,,,,,X,1,,,,,64,MOTOCICLETA-,,1,,
203,,,1,"AVENIDA COLON NO 22+100,Calarcá,Quindio",4.5177686,-75.6534961,8,10,2021,X,,,,,,X,1,1,18,20,,,MOTOCICLETA ,,1,,
204,1,,,"VIA VIA ARMENIA–IBAGUE KM 0+150,Calarcá,Quindio",4.526175,-75.639562,9,10,2021,X,,,,,X,,1,1,,29,,,CAMIONETA-AUTOMOVIL,,2,,
205,1,,,"CALLE 13 FRENTE AL NO 6A-03 BARCELONA,Calarcá,Quindio",4.429633,-75.717994,9,10,2021,X,,,,,X,,1,1,,19,,,AUTOMOVIL-BUSETA,1,1,,
206,,1,,"VIA LA URIBE–CALARCA KM 83+550,Calarcá,Quindio",4.523339,-75.641921,9,10,2021,X,,,,,X,,2,,,,35,,MOTOCICLETA-AUTOMOVIL,,2,,
207,1,,,"VIA VIA CALARCA–CIRCASIA KM 0+050,Calarcá,Quindio",4.5276933,-75.632571,9,10,2021,X,,,,,,X,2,,,,38-58,,AUTOMOVIL-AUTOMOVIL,,2,,
208,,1,,"VIA LA URIBE–CALARCA KM 72+500,Calarcá,Quindio",4.50179,-75.663331,11,10,2021,X,,,,,X,,2,,,21,56,,CAMIONETA-MOTOCICLETA,,2,,
209,,1,,"VEREDA CALLE LARGA FTEA LA FINCA LA FORTUNA,Calarcá,Quindio",4.426067,-75.741317,12,10,2021,X,,,,,X,,2,,,24,,65,CAMIONETA-MOTOCICLETA,,2,,
210,1,,,"VIA VIA LA PAILA–CALARCA KM 83+300,Calarcá,Quindio",4.5266936,-75.6409574,16,10,2021,X,,,,,X,,2,,,,44,,AUTOMOVIL-TRACTOCAMION ,1,1,,
211,,1,,"VIA LA URIBE–CALARCA KM 72+900,Calarcá,Quindio",4.503015,-75.66136,16,10,2021,X,,,,,X,,2,,,,57,73,MOTOCICLETA-MOTOCICLETA,,2,,
212,1,,,"VIA LA PAILA,Calarcá,Quindio",4.471042,-75.764637,18,10,2021,X,,,,,X,,2,,,,34-58,,CAMIONETA-AUTOMOVIL,,2,,
213,,,1,"VIA ARMENIA–IBAGUE KM 1+250,Calarcá,Quindio",4.529346,-75.631993,20,10,2021,X,,,,,X,,2,,17,,50,,AUTOMÓVIL-BICICLETA,,2,,
214,1,,," VIA ARMENIA–IBAGUE KM 7+100,Calarcá,Quindio",4.532453,-75.636766,20,10,2021,X,,,,,X,,1,,,,49,,CAMIONETA,1,,,
215,1,,,"CALLE 41 CRA 24,Calarcá,Quindio",4.5314429,-75.6399579,22,10,2021,X,,,,,,X,2,,,27,36,,MOTOCICLETA-CAMIONETA,,2,,
216,1,,,"VIA VIA CALARCA–CIRCASIA 0+500,Calarcá,Quindio",4.5076838,-75.5812264,25,10,2021,X,,,,,X,,1,1,,,42-38,,AUTOMÓVIL-CAMIONETA,,2,,
217,,1,,"VIA CALARCA-LA URIBE KM 81+400,Calarcá,Quindio",4.521415,-75.643622,26,10,2021,X,,,,,X,,1,1,,27-19,,,MOTOCICLETA-MOTOCICLETA,,2,,
218,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+400,Calarcá,Quindio",4.52558,-75.637006,26,10,2021,X,,,,,X,,2,,,,55,71,CAMIONETA-MOTOCICLETA,,2,,
219,1,,,"KM 5+200 VIA VIA ARMENIA–IBAGUE,Calarcá,Quindio",4.526676,-75.63466,28,10,2021,X,,,,,X,,2,,,,52-48,,CAMPERO-BUS,1,1,,
220,1,,,"CRA 25 FRENTE AL NO 30+41,Calarcá,Quindio",4.5288108,-75.6416001,30,10,2021,X,,,,,,X,1,,,,,69,CAMIONETA,,1,,
221,1,,,"CRA 29 CON CALLE 39 ESQUINA,Calarcá,Quindio",4.5313416,-75.643575,30,10,2021,X,,,,,,X,2,,,26,59,,AUTOMÓVIL-BUS,1,1,,
222,,1,,"CALLE 45 CRA 25 VARIANTE SUR,Calarcá,Quindio",4.534244,-75.6396205,31,10,2021,X,,,,,,X,2,,,,40-49,,CAMIONETA-MOTOCICLETA,,2,,
223,1,,,"CRA 23 FRENTE AL NO 40+25,Calarcá,Quindio",4.5292893,-75.6399992,31,10,2021,X,,,,,,X,2,,,25-23,,,MOTOCICLETA-AUTOMÓVIL,,2,,
224,,1,,"CRA 25 CON CALLE 43,Calarcá,Quindio",4.5329539,-75.6401254,31,10,2021,X,,,,,,X,2,,,26,58,,BUS-MOTOCICLETA,1,1,,
225,1,,,"CRA 12 CON CALLE 10 BARCELONA,Calarcá,Quindio",4.427794,-75.719542,2,11,2021,X,,,,,,X,2,,,,43,66,CAMIÓN-CAMPERO,1,1,,
226,1,,,"VIA LA URIBE–CALARCA KM 77+350,Calarcá,Quindio",4.518852,-75.644932,3,11,2021,X,,,,,X,,2,,,20,49,,CAMIÓN-TRACTOCAMIÓN,2,,,
227,,1,,"VIA LA URIBE–CALARCA KM 80+050,Calarcá,Quindio",4.520885,-75.644018,4,11,2021,,X,,,,,X,2,,,,53-48,,TRACTOCAMIÓN,1,,,
228,1,,,"CRA 25 CALLE 31,Calarcá,Quindio",4.5253758,-75.6432515,10,11,2021,X,,,,,,X,2,,,27,53,,AUTOMÓVIL-AUTOMÓVIL,,2,,
229,1,,,"VIA LA URIBE–CALARCA KM 86,Calarcá,Quindio",4.526654,-75.636862,12,11,2021,X,,,,,X,,1,1,,,38-38,,CAMIONETA-CAMION ,1,1,,
230,1,,,"VIA LA PAILA–CALARCA KM 79+840,Calarcá,Quindio",4.5266936,-75.6409574,14,11,2021,X,,,,,X,,2,,,,51-46,,AUTOMÓVIL-AUTOMÓVIL,1,1,,
231,,1,,"VIA LA URIBE–CALARCA KM 69+000,Calarcá,Quindio",4.497219,-75.680181,14,11,2021,,X,,,,X,,1,1,,,51-48,,MOTOCICLETA,,1,,
232,1,,,"VIA LA URIBE–CALARCA KM 68,Calarcá,Quindio",4.496282,-75.684118,17,11,2021,X,,,,,X,,2,,,,56,67,CAMIONETA-AUTOMÓVIL,,2,,
233,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+150,Calarcá,Quindio",4.5276933,-75.632571,19,11,2021,X,,,,,X,,2,,,22,32,,AUTOMÓVIL-MOTOCICLETA,,2,,
234,,1,,"VIA VIA LA PAILA–CALARCA KM 80+486,Calarcá,Quindio",4.5266936,-75.6409574,24,11,2021,X,,,,,X,,2,,,,49-31,,BUS-MOTOCICLETA,1,1,,
235,1,,,"CALLE 39 CON CRA 23,Calarcá,Quindio",4.5299229,-75.6397631,26,11,2021,X,,,,,,X,2,,,29-21,,,AUTOMÓVIL-MOTOCICLETA,,2,,
236,1,,,"VIA LA URIBE–CALARCA KM 71+100,Calarcá,Quindio",4.498282,-75.677354,27,11,2021,X,,,,,X,,2,,,21,55,,CAMIONETA-BUSETA,1,1,,
237,1,,,"VIA ARMENIA–IBAGUE KM 2+200,Calarcá,Quindio",4.527775,-75.625865,28,11,2021,X,,,,,X,,2,,,20,38,,CAMIONETA-MOTOCICLETA,,2,,
238,,1,,"VIA QUEBRADANEGRA-POTOSI BAJO,Calarcá,Quindio",4.468015,-75.688564,2,12,2021,X,,,,,X,,2,,,,41-40,,VOLQUETA-AUTOMÓVIL,,2,,
239,,1,,"CRA 26 CON CALLE 35,Calarcá,Quindio",4.528075,-75.642615,2,12,2021,,X,,,,,X,1,,,,41,,MOTOCICLETA,,1,,
240,,1,,"VIA LA URIBE–CALARCA KM 83+100,Calarcá,Quindio",4.522927,-75.641998,2,12,2021,X,,,,,,X,1,1,,26,47,,MOTOCICLETA-MOTOCICLETA,,2,,
241,,1,,"VIA ARMENIA–IBAGUE KM 3+400,Calarcá,Quindio",4.525653,-75.617399,4,12,2021,X,,,,,,X,2,,,21,54,,AUTOMÓVIL-MOTOCICLETA,,2,,
242,,1,,"CRA 27 CON CALLE 37 Y 36,Calarcá,Quindio",4.529207,-75.642837,5,12,2021,,X,,,,,X,2,,,,52,83,MICROBUS,1,,,
243,,1,,"CRA 23 CALLE 40,Calarcá,Quindio",4.5300826,-75.6383027,7,12,2021,X,,,,,,X,2,,,21,53,,MOTOCICLETA-CAMIONETA,1,1,,
244,1,,,"VIA LA URIBE–CALARCA KM 82+100,Calarcá,Quindio",4.521743,-75.64283,7,12,2021,X,,,,,,X,2,,,29,52,,TRACTOCAMIÓN-AUTOMÓVIL,1,1,,
245,1,,,"VIA QUEBRADANEGRA-FINCA VILLA LAURA,Calarcá,Quindio",4.440829,-75.672034,9,12,2021,X,,,,,X,,2,,,30,32,,AUTOMÓVIL-CAMIÓN ,1,1,,
246,1,,,"VIA LA URIBE–CALARCA KM 77+020,Calarcá,Quindio",4.51864,-75.64563,10,12,2021,X,,,,,X,,2,,,,33-39,,MOTOCICLETA-MOTOCICLETA,,2,,
247,1,,,"CRA 27 CON CALLE 38,Calarcá,Quindio",4.5302829,-75.6425707,13,12,2021,X,,,,,,X,2,,,,42-34,,CAMIONETA-MOTOCICLETA,,1,,
248,1,,,"VIA VIA LA PAILA–CALARCA KM 82+200,Calarcá,Quindio",4.5266936,-75.6409574,13,12,2021,X,,,,,X,,2,,,26-22,,,MICROBUS-MOTOCICLETA,1,1,,
249,,1,,"VIA LA URIBE–CALARCA KM 85+700,Calarcá,Quindio",4.524697,-75.637347,13,12,2021,,,X,,,X,,1,,,,33,,MOTOCICLETA,,1,,
250,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+300,Calarcá,Quindio",4.526852,-75.626053,13,12,2021,X,,,,,,X,2,,,21,34,,AUTOMÓVIL-AUTOMÓVIL,,2,,
251,,,1,"VIA VIA CALARCA–CIRCASIA KM 3+800,Calarcá,Quindio",4.5276933,-75.632571,17,12,2021,,,X,,,X,,1,,,,38,,MOTOCICLETA,,1,,
252,1,,,"CRA 23 CON CALLE 44,Calarcá,Quindio",4.527994,-75.640474,18,12,2021,X,,,,,,X,2,,,,40-38,,AUTOMÓVIL-AUTOMÓVIL,,2,,
253,1,,,",Calarcá,Quindio",4.5305516,-75.6406048,19,12,2021,X,,,,,X,,2,,,30-21,,,AUTOMÓVIL-MOTOCICLETA,,2,,
254,,1,,"CRA 25 ENTRE CALLES 31 Y 32,Calarcá,Quindio",4.5252771,-75.642924,19,12,2021,,X,,,,,X,1,,,29,,,MOTOCICLETA,,1,,
255,1,,,"VIA LA URIBE–CALARCA KM 82+150,Calarcá,Quindio",4.521761,-75.642796,22,12,2021,X,,,,,X,,2,,,,45,82,AUTOMÓVIL-VOLQUETA,1,1,,
256,1,,,"VIA LA URIBE–CALARCA KM 82+030,Calarcá,Quindio",4.521697,-75.642952,23,12,2021,X,,,,,X,,2,,,20,54,,AUTOMÓVIL-MOTOCICLETA,,2,,
257,1,,,"CALLE 38 CON CRA 22,Calarcá,Quindio",4.5290661,-75.639359,24,12,2021,X,,,,,,X,2,,,,39-49,,AUTOMÓVIL-BUS,1,1,,
258,1,,1,"PARQUEADERO RECUCA, VEREDA CALLE LARGA,Calarcá,Quindio",4.528772,-75.631856,25,12,2021,X,,,,,X,,2,1,,24,55-58,,CAMIONETA-AUTOMOVIL-AUTOMÓVIL,,3,,
259,1,1,,"CRA 26 CON CALLE 35 ESQUINA,Calarcá,Quindio",4.528075,-75.642615,29,12,2021,X,,,,,,X,2,,,,44,62,MICROBUS-MOTOCICLETA,1,1,,
260,,1,,"VIA LA URIBE–CALARCA KM 84+860,Calarcá,Quindio",4.523438,-75.639961,3,1,2022,1,,,,,,1,2,,,,1,,MOTOCICLETA-CAMIÓN,1,1,,
261,,1,,"VIA LA URIBE–CALARCA KM 78+800,Calarcá,Quindio",4.519806,-75.644062,10,1,2022,,1,,,,1,,2,,,,1,1,BUS,1,,,
262,,1,,"VIA LA URIBE–CALARCA KM 68+100,Calarcá,Quindio",4.496253,-75.683333,12,1,2022,1,,,,,1,,2,,,,,1,AUTOMÓVIL-AUTOMÓVIL,1,X,,
263,,1,,"AVENIDA COLON FRENTE AL # 21+175,Calarcá,Quindio",4.5222917,-75.6478148,12,1,2022,1,,,,,,1,1,1,,,1,,MOTOCICLETA-AUTOMÓVIL,,2,,
264,,1,,"CALLE 39 # 27+36,Calarcá,Quindio",4.5287985,-75.6362298,13,1,2022,,1,,,,,1,2,,,,1,1,MOTOCICLETA,,1,,
265,,1,,"VIA VIA CALARCA–CIRCASIA KM 1+500,Calarcá,Quindio",4.5276933,-75.632571,16,1,2022,1,,,,,1,,2,,,,2,,CAMPERO-MOTOCICLETA,,2,,
266,1,,,"VIA LA URIBE–CALARCA KM 80+472,Calarcá,Quindio",4.521221,-75.643856,19,1,2022,1,,,,,1,,2,,,1,1,,BUS-CAMIÓN ,2,,,
267,1,,,"CALLE 35 ENTRE CRAS 21 Y 25,Calarcá,Quindio",4.4805728,-75.6440842,21,1,2022,1,,,,,,1,1,,,,,1,CAMPERO,1,,,
268,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+300,Calarcá,Quindio",4.528772,-75.631856,21,1,2022,,,1,,,1,,1,,,1,,,MOTOCICLETA,,1,,
269,,1,,"CRA 27 ENTRE CALLE 32 A 31,Calarcá,Quindio",4.5238189,-75.6403848,23,1,2022,1,,,,,,1,2,,,1,,,AUTOMÓVIL-MOTOCICLETA,,2,,
270,,1,,"VIA LA URIBE–CALARCA KM 76+100,Calarcá,Quindio",4.518502,-75.650182,25,1,2022,,1,,,,1,,2,,,,1,,AUTOMÓVIL,,1,,
271,1,,,"CRA 27 ENTRE CALLES 39 Y 38,Calarcá,Quindio",4.5308829,-75.6423,26,1,2022,1,,,,,,1,,2,,,2,,AUTOMÓVIL-AUTOMÓVIL,,2,,
272,,1,,"VIA LA URIBE–CALARCA KM 85+100,Calarcá,Quindio",4.523605,-75.63933,28,1,2022,1,,,,,1,,1,1,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
273,1,,,"VIA LA URIBE–CALARCA KM 81+800,Calarcá,Quindio",4.521543,-75.643404,29,1,2022,1,,,,,1,,2,,,,2,,VOLQUETA-TRACTOCAMIÓN,2,,,
274,,1,,"VIA LA URIBE–CALARCA KM 73+100,Calarcá,Quindio",4.503256,-75.660698,30,1,2022,1,,,,,1,,2,,,,1,1,AUTOMÓVIL-MOTOCICLETA,,2,,
275,,1,,"VIA CALLE LARGA VIA RECUCA FINCA QUINTA,Calarcá,Quindio",4.528772,-75.631856,31,1,2022,1,,,,,1,,2,,,,2,,MOTOCICLETA-BICICLETA,,2,,
276,1,,,"VIA LA URIBE–CALARCA KM 67+500,Calarcá,Quindio",4.494011,-75.687267,1,2,2022,,,1,,,1,,1,,,,1,,MOTOCICLETA ,,1,,
277,,1,,"CRA 25 ENTRE CALLES 46 Y 47,Calarcá,Quindio",4.535048,-75.6393154,5,2,2022,,1,,,,,1,1,,,1,,,,,,,
278,,1,,"CALLE 44 VARIANTE NORTE FRENTE A IGLESIA,Calarcá,Quindio",4.5324702,-75.636805,7,2,2022,,1,,,,,1,1,1,,1,1,,MOTOCICLETA,,1,,
279,,1,,"CRA 25 CALLE 30,Calarcá,Quindio",4.5241522,-75.6419001,8,2,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,1,1,,
280,1,,,"VIA LA URIBE–CALARCA KM 75+000,Calarcá,Quindio",4.510241,-75.652712,12,2,2022,1,,,,,,1,2,,,,2,,CAMIONETA-MOTOCICLETA,,2,,
281,,1,,"BARRIO LLANITOS DE GUARALA FRENTE MZ 4 # 15,Calarcá,Quindio",4.509718,-75.645696,14,2,2022,1,,,,,,1,1,1,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
282,,1,,"CRA 26 CALLE 45,Calarcá,Quindio",4.5341153,-75.6393064,15,2,2022,1,,,,,,1,1,1,,1,,1,CAMIONETA-MOTOCICLETA,,2,,
283,,1,,"VIA LA URIBE–CALARCA KM 83+200,Calarcá,Quindio",4.523046,-75.641983,17,2,2022,1,,,,,1,,2,,,,2,1,BUSETA-AUTOMÓVIL,1,1,,
284,,1,,"VIA LA URIBE–CALARCA KM 84+400,Calarcá,Quindio",4.52364,-75.641163,20,2,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
285,,1,,"VIA LA URIBE–CALARCA KM 77+350,Calarcá,Quindio",4.518852,-75.644932,23,2,2022,,1,,,,1,,2,,1,1,,,MOTOCICLETA,,1,,
286,1,,,"CRA 26 ENTRE CALLES 36 Y 37,Calarcá,Quindio",4.4805728,-75.6440842,25,2,2022,1,,,,,,1,1,1,,1,,1,AUTOMÓVIL-CAMPERO,,2,,
